memory_id,raw_text,enriched_text,has_kg,n_triples,entities,relations,temporal_flag
conv-43_session_1_D1:15,That's great! Loving it when people are passionate about their work. What kind of collaborations are you involved in for the fan project? I love talking to people about my sneaker collection.,That's great! Loving it when people are passionate about their work. What kind of collaborations are you involved in for the fan project? I love talking to people about my sneaker collection.,0,0,,,0
conv-43_session_1_D1:16,"Thanks! We'll be discussing various aspects of the Harry Potter universe, like characters, spells, and magical creatures. It's great to see fans coming together for this.","Thanks! We'll be discussing various aspects of the Harry Potter universe, like characters, spells, and magical creatures. It's great to see fans coming together for this.",0,0,,,0
conv-43_session_1_D1:17,Wow! Have you been to any places related to it?,Wow! Have you been to any places related to it?,0,0,,,0
conv-43_session_1_D1:18,I went to a place in London a few years ago - it was like walking into a Harry Potter movie! I also went on a tour which was amazing. Have you been to any of the real Potter places? I'd love to explore them someday!,"I went to a place in London a few years ago - it was like walking into a Harry Potter movie! I also went on a tour which was amazing. Have you been to any of the real Potter places? I'd love to explore them someday!
Entities: harry, london, place, potter, related, tim
Relations: go
Triples: (tim, go, to_a_harry_potter___related_place_in_london)

Keywords: ago, amazing, any, explore, harry, into, like, london, love, movie, place, places, potter, real, related, someday, tim, tour, walking, went",1,1,"harry, london, place, potter, related, tim",go,0
conv-43_session_1_D1:19,"No, but it sounds fun! Going to those places is definitely on my to-do list.","No, but it sounds fun! Going to those places is definitely on my to-do list.",0,0,,,0
conv-43_session_1_D1:2,Hey John! Great to meet you. Been discussing collaborations for a Harry Potter fan project I am working on - super excited! Anything interesting happening for you?,"Hey John! Great to meet you. Been discussing collaborations for a Harry Potter fan project I am working on - super excited! Anything interesting happening for you?
Entities: fan, harry, potter, project, tim
Relations: work
Triples: (tim, work, on_a_harry_potter_fan_project)

Keywords: anything, collaborations, discussing, excited, fan, great, happening, harry, hey, interesting, john, meet, potter, project, super, tim, working",1,1,"fan, harry, potter, project, tim",work,0
conv-43_session_1_D1:20,Definitely add it to your list! It's a really fun experience. Let me know if you need any tips for visiting. Bye!,Definitely add it to your list! It's a really fun experience. Let me know if you need any tips for visiting. Bye!,0,0,,,0
conv-43_session_1_D1:3,That's great! I just signed with a new team - excited for the season!,That's great! I just signed with a new team - excited for the season!,0,0,,,0
conv-43_session_1_D1:4,Woohoo! Congrats on the new team. Which team did you sign with?,Woohoo! Congrats on the new team. Which team did you sign with?,0,0,,,0
conv-43_session_1_D1:5,The Minnesota Wolves! I can't wait to play with them!,"The Minnesota Wolves! I can't wait to play with them!
Entities: john, minnesota, wolves
Relations: sign
Triples: (john, sign, with_the_minnesota_wolves)

Keywords: john, minnesota, play, wait, wolves",1,1,"john, minnesota, wolves",sign,0
conv-43_session_1_D1:6,Cool! What position are you playing for the team? Any exciting games coming up?,Cool! What position are you playing for the team? Any exciting games coming up?,0,0,,,0
conv-43_session_1_D1:7,I'm a shooting guard for the team and our season opener is next week - so excited!,I'm a shooting guard for the team and our season opener is next week - so excited!,0,0,,,0
conv-43_session_1_D1:8,Cool! Have any goals in mind?,Cool! Have any goals in mind?,0,0,,,0
conv-43_session_1_D1:9,"Yeah, my goal is to improve my shooting percentage. Been practicing hard and gonna make it happen.","Yeah, my goal is to improve my shooting percentage. Been practicing hard and gonna make it happen.
Entities: john, percentage, shooting
Relations: improve
Triples: (john, improve, his_shooting_percentage)

Keywords: goal, gonna, happen, hard, improve, john, make, percentage, practicing, shooting, yeah",1,1,"john, percentage, shooting",improve,0
conv-43_session_20_D20:1,"Hey John! It's been ages since we last chatted. I had a tough exam last week that had me doubting myself. But instead of giving up, I turned it into a learning experience. I studied hard and it showed me how resilient and determined I can be. Here's a pic of my success 👍","Hey John! It's been ages since we last chatted. I had a tough exam last week that had me doubting myself. But instead of giving up, I turned it into a learning experience. I studied hard and it showed me how resilient and determined I can be. Here's a pic of my success 👍
Entities: experience, into, learning, tim
Relations: turn
Triples: (tim, turn, into_a_learning_experience)

Keywords: ages, chatted, determined, doubting, exam, experience, giving, hard, hey, instead, into, john, last, learning, pic, resilient, showed, since, studied, success",1,1,"experience, into, learning, tim",turn,0
conv-43_session_20_D20:10,I typically hold it for 30-60 seconds. It really helps with building strength and stability!,"I typically hold it for 30-60 seconds. It really helps with building strength and stability!
Entities: challenging, john, poses
Relations: hold
Triples: (john, hold, challenging_poses)

Keywords: 30, 60, building, challenging, helps, hold, john, poses, really, seconds, stability, strength, typically",1,1,"challenging, john, poses",hold,0
conv-43_session_20_D20:11,"That's cool, I'm gonna give it a shot and see how it goes. Thanks for the tip!","That's cool, I'm gonna give it a shot and see how it goes. Thanks for the tip!",0,0,,,0
conv-43_session_20_D20:12,No worries! Let me know how it goes. Happy to help whenever you need it!,No worries! Let me know how it goes. Happy to help whenever you need it!,0,0,,,0
conv-43_session_20_D20:13,Thanks! Your support and encouragement have truly made this journey better. I really appreciate it.,Thanks! Your support and encouragement have truly made this journey better. I really appreciate it.,0,0,,,0
conv-43_session_20_D20:14,I'm here for you. You've got this!,I'm here for you. You've got this!,0,0,,,0
conv-43_session_20_D20:15,Thanks! Your support means a lot to me. Your friendship means a lot too.,Thanks! Your support means a lot to me. Your friendship means a lot too.,0,0,,,0
conv-43_session_20_D20:16,"Thanks, I really appreciate it. Your friendship means a lot to me too.","Thanks, I really appreciate it. Your friendship means a lot to me too.",0,0,,,0
conv-43_session_20_D20:17,"Glad we're friends! Plus, bonus points for both being into fantasy books and movies. I just reorganized my book shelf, speaking of.","Glad we're friends! Plus, bonus points for both being into fantasy books and movies. I just reorganized my book shelf, speaking of.
Entities: books, escapism, fantasy, john, joy, movies, tim
Relations: appreciate, enjoy
Triples: (tim, enjoy, fantasy_books_and_movies); (john, appreciate, the_escapism_and_joy_of_fantasy_books_and)

Keywords: bonus, book, books, escapism, fantasy, friends, glad, into, john, joy, movies, plus, points, reorganized, shelf, speaking, tim",1,2,"books, escapism, fantasy, john, joy, movies, tim","appreciate, enjoy",0
