qa_id,user_id,sample_id,question,answer,category,evidence
conv-47_qa_19,conv-47,conv-47,Was James feeling lonely before meeting Samantha?,"Most likely yes, because he mentioned that the only creatures that gave him joy are dogs and he was actively trying to date.",3,"[""D9:16""]"
conv-47_qa_20,conv-47,conv-47,How many charity tournaments has John organized till date?,two,1,"[""D10:2"", ""D29:1""]"
conv-47_qa_21,conv-47,conv-47,When did John first organize a charity tournament with his friends?,"May 7, 2022",2,"[""D10:2""]"
conv-47_qa_22,conv-47,conv-47,Who or which organizations have been the beneficiaries of John's charity tournaments?,"animal shelter, homeless, children's hospital",1,"[""D10:10"", ""D10:12"", ""D29:1""]"
conv-47_qa_23,conv-47,conv-47,When will John start his new job?,"In July, 2022",2,"[""D13:5""]"
conv-47_qa_24,conv-47,conv-47,What kind of games has James tried to develop?,"football simulator, virtual world inspired by Witcher 3",1,"[""D13:7"", ""D1:4"", ""D27:2""]"
conv-47_qa_25,conv-47,conv-47,Are John and James fans of the same football team?,"No, James is a Liverpool fan and John is a Manchester City fan.",3,"[""D13:12"", ""D13:15""]"
conv-47_qa_26,conv-47,conv-47,Which countries has James visited?,"Italy, Mexico, Turkey, Canada, Greenland",1,"[""D6:12"", ""D6:14"", ""D16:9"", ""D17:22""]"
conv-47_qa_27,conv-47,conv-47,What kind of classes has James joined?,"game design course, cooking classes",1,"[""D13:6"", ""D23:13""]"
conv-47_qa_28,conv-47,conv-47,When did James volunteer at an organization?,May 2022,2,"[""D15:9""]"
conv-47_qa_29,conv-47,conv-47,When did James depart for his trip to Canada?,"July 11, 2022",2,"[""D16:9""]"
conv-47_qa_30,conv-47,conv-47,Which country did James book tickets for in July 2022?,Canada,3,"[""D16:9"", ""D16:11""]"
conv-47_qa_31,conv-47,conv-47,How many days did James plan to spend on his trip in Canada?,19 days,2,"[""D16:9"", ""D16:13""]"
conv-47_qa_32,conv-47,conv-47,"Where was James at on July 12, 2022?","Toronto, Canada",2,"[""D16:9""]"
conv-47_qa_33,conv-47,conv-47,Did John and James study together?,Yes,3,"[""D17:13""]"
conv-47_qa_34,conv-47,conv-47,Which countries did James visit in July 2022?,"Canada, Greenland",1,"[""D16:9"", ""D17:22""]"
conv-47_qa_35,conv-47,conv-47,What additional country did James visit during his trip to Canada?,Greenland,3,"[""D17:22""]"
conv-47_qa_36,conv-47,conv-47,Who is Jill?,Most likely John's partner.,3,"[""D17:24""]"
conv-47_qa_37,conv-47,conv-47,When did John spend time with his sister and dogs?,"July 21, 2022",2,"[""D17:28""]"
conv-47_qa_38,conv-47,conv-47,What happened to John's job situation in 2022?,"quit his IT Job, secured his dream job, aspires to become an eSports competition organizer",1,"[""D4:36"", ""D18:1"", ""D18:7""]"
conv-47_qa_39,conv-47,conv-47,When did John start his job in IT?,2019,2,"[""D18:1""]"
conv-47_qa_40,conv-47,conv-47,What kind of tricks do James's pets know?,"swimming, catching frisbees, balancing on a skateboard, sit, stay, paw, and rollover",1,"[""D2:17"", ""D14:17"", ""D14:23"", ""D17:16""]"
conv-47_qa_41,conv-47,conv-47,When did James meet Samantha?,"August 9, 2022",2,"[""D19:12""]"
conv-47_qa_42,conv-47,conv-47,When did James take his 3 dogs to the beach?,"August 9, 2022",2,"[""D19:12""]"
conv-47_qa_43,conv-47,conv-47,When did John plan his next meeting with his siblings?,"In September, 2022",2,"[""D20:17""]"
conv-47_qa_44,conv-47,conv-47,Why didn't John want to go to Starbucks?,Possibly because he likes to drink beer on his days off.,3,"[""D21:12"", ""D21:14""]"
conv-47_qa_45,conv-47,conv-47,What kind of beer does McGee's bar serve?,"Stout, lager",1,"[""D21:15"", ""D21:17"", ""D23:3""]"
conv-47_qa_46,conv-47,conv-47,When did John and James meet at McGee's bar?,"August 27, 2022",2,"[""D21:18""]"
conv-47_qa_47,conv-47,conv-47,When did James ask Samantha to be his girlfriend?,"September 3, 2022",2,"[""D23:1""]"
conv-47_qa_48,conv-47,conv-47,"When did James, Samantha and John go to the baseball game together?","September 11, 2022",2,"[""D23:5"", ""D23:6""]"
conv-47_qa_49,conv-47,conv-47,What gaming equipments did John buy or refurbish?,"Sennheiser headphones, Logitech mouse, gaming desk",1,"[""D23:8"", ""D23:10"", ""D20:9""]"
conv-47_qa_50,conv-47,conv-47,When did James start taking cooking classes?,"September 2, 2022",2,"[""D23:13""]"
conv-47_qa_51,conv-47,conv-47,Which new games did John start play during the course of the conversation with James?,"AC Valhalla, Witcher 3, FIFA 23, Dungeons of the Dragons, futuristic dystopian game",1,"[""D5:4"", ""D19:7"", ""D30:14"", ""D24:1"", ""D24:3"", ""D8:20""]"
conv-47_qa_52,conv-47,conv-47,When did John start working on his 2D Adventure mobile game?,approximately summer of 2022,2,"[""D25:9""]"
conv-47_qa_53,conv-47,conv-47,How long did it take for James to complete his Witcher-inspired game?,six months,2,"[""D6:1"", ""D27:2""]"
conv-47_qa_54,conv-47,conv-47,What kind of programming-related events has John hosted?,"online programming competition, programming seminar",1,"[""D27:1"", ""D28:6""]"
conv-47_qa_55,conv-47,conv-47,When did John and his programming friends host an online programming competition?,Last week before 13 October 2022.,2,"[""D27:1""]"
conv-47_qa_56,conv-47,conv-47,Which of James's family members have visited him in the last year?,"mother, sister",1,"[""D17:28"", ""D28:19""]"
conv-47_qa_57,conv-47,conv-47,When did James' mother and her friend visit him?,"October 19, 2022",2,"[""D28:19""]"
conv-47_qa_58,conv-47,conv-47,When did James try Cyberpunk 2077 game?,"October 20, 2022",2,"[""D28:27""]"
conv-47_qa_59,conv-47,conv-47,When did John and his gaming friends organize the charity tournament?,"On the night of October 30 to 31, 2022",2,"[""D29:1""]"
conv-47_qa_60,conv-47,conv-47,What games has John played with his friends at charity tournaments?,"CS:GO, Fortnite, Overwatch and Apex Legends",1,"[""D10:4"", ""D29:1"", ""D29:3""]"
conv-47_qa_61,conv-47,conv-47,What was James' big moment with Samantha in October 2023?,They decided to live together and rented an apartment not far from McGee's bar.,2,"[""D29:8"", ""D29:10""]"
conv-47_qa_62,conv-47,conv-47,How long did James and Samantha date for before deciding to move in together?,nearly three months,2,"[""D19:14"", ""D29:8"", ""D29:10""]"
conv-47_qa_63,conv-47,conv-47,"When did James, his family and his dogs start on a road trip together?","November 4, 2022",2,"[""D30:1""]"
conv-47_qa_64,conv-47,conv-47,How long did John practice chess for before winning the chess tournament?,nearly four months,2,"[""D17:1"", ""D30:2"", ""D30:4""]"
conv-47_qa_65,conv-47,conv-47,When did James and his family visit Mark and Josh?,"November 7, 2022",2,"[""D31:1""]"
conv-47_qa_66,conv-47,conv-47,When did John work with a game developer on a project?,"November 5-6, 2022",2,"[""D31:2""]"
conv-47_qa_67,conv-47,conv-47,What programming languages has James worked with?,Python and C++,4,"[""D1:8""]"
conv-47_qa_68,conv-47,conv-47,What type of mobile application does James plan to build with John?,An app for dog walking and pet care,4,"[""D1:14""]"
conv-47_qa_69,conv-47,conv-47,How does James plan to make his dog-sitting app unique?,By allowing users to customize their pup's preferences/needs,4,"[""D1:16""]"
conv-47_qa_70,conv-47,conv-47,What has John mostly found with the metal detector so far?,bottle caps,4,"[""D2:12""]"
conv-47_qa_71,conv-47,conv-47,What did James offer to do for John regarding pets?,help find the perfect pet,4,"[""D2:19""]"
conv-47_qa_72,conv-47,conv-47,"What instrument is John learning to play as of 27 March, 2022?",Drums,4,"[""D3:2"", ""D3:3""]"
conv-47_qa_73,conv-47,conv-47,"How long has John been playing the drums as of 27 March, 2022?",One month,4,"[""D3:5""]"
conv-47_qa_74,conv-47,conv-47,What game did John play in an intense tournament at the gaming convention in March 2022?,CS:GO,4,"[""D3:11""]"
conv-47_qa_75,conv-47,conv-47,What game was James playing in the online gaming tournament in April 2022?,Apex Legends,4,"[""D4:16""]"
conv-47_qa_76,conv-47,conv-47,How does James communicate with his gaming team?,voice chat,4,"[""D4:14""]"
conv-47_qa_77,conv-47,conv-47,What advice did James receive from the famous players he met at the tournament?,never put your ego above team success,4,"[""D4:12""]"
conv-47_qa_78,conv-47,conv-47,What did James adopt in April 2022?,a pup,4,"[""D5:1""]"
conv-47_qa_79,conv-47,conv-47,What is the name of the pup that was adopted by James?,Ned,4,"[""D5:1""]"
conv-47_qa_80,conv-47,conv-47,Why did James embody the appearance of the game character from the woman he saw during a walk?,He found her appearance and eyes amazing.,4,"[""D6:6""]"
conv-47_qa_81,conv-47,conv-47,What inspired James to create the game character in the virtual world?,Appearance of a woman he saw during a walk,4,"[""D6:6""]"
conv-47_qa_82,conv-47,conv-47,Which country did James visit in 2021?,Italy,4,"[""D6:12""]"
conv-47_qa_83,conv-47,conv-47,What impresses John about Japan?,Technologically advanced megacities and tasty street food,4,"[""D6:15""]"
conv-47_qa_84,conv-47,conv-47,What kind of assignment was giving John a hard time at work?,Coding assignment,4,"[""D7:13""]"
conv-47_qa_85,conv-47,conv-47,"What breed is Daisy, one of James' dogs?",Labrador,4,"[""D9:12""]"
conv-47_qa_86,conv-47,conv-47,What type of pizza is James' favorite?,Pepperoni,4,"[""D9:18""]"
conv-47_qa_87,conv-47,conv-47,What type of pizza is John's favorite?,Hawaiian,4,"[""D9:19""]"
conv-47_qa_88,conv-47,conv-47,"What did John organize with his friends on May 8, 2022?",A tournament for CS:GO,4,"[""D10:4""]"
conv-47_qa_89,conv-47,conv-47,What did John and his friends do with the remaining money after helping the dog shelter?,Bought groceries and cooked food for the homeless,4,"[""D10:12""]"
conv-47_qa_90,conv-47,conv-47,What was the main goal of the money raised from the charity tournament organized by John and his friends in May 2022?,Raise money for a dog shelter,4,"[""D10:10""]"
conv-47_qa_91,conv-47,conv-47,What did the system John created help the charitable foundation with?,"tracking inventory, resources, and donations",4,"[""D11:5""]"
conv-47_qa_92,conv-47,conv-47,What did John create for the charitable foundation that helped generate reports for analysis?,computer application on smartphones,4,"[""D11:3""]"
conv-47_qa_93,conv-47,conv-47,What did John receive for achieving second place in the tournament?,money and a trophy,4,"[""D12:5"", ""D12:6""]"
conv-47_qa_94,conv-47,conv-47,What project is James working on in his game design course?,"a new part of the football simulator, collecting player databases",4,"[""D13:8""]"
conv-47_qa_95,conv-47,conv-47,Who does James support in football matches?,Liverpool,4,"[""D13:12""]"
conv-47_qa_96,conv-47,conv-47,Which football club does John support?,Manchester City,4,"[""D13:15""]"
conv-47_qa_97,conv-47,conv-47,What disagreement do James and John have about their football teams?,debating on which team will perform better in the championship,4,"[""D13:15""]"
conv-47_qa_98,conv-47,conv-47,What is Max good at doing according to James?,catching frisbees in mid-air,4,"[""D14:23""]"
conv-47_qa_99,conv-47,conv-47,What is the main focus of the organization that James volunteered with?,providing necessary items to those who are less fortunate,4,"[""D15:11""]"
conv-47_qa_100,conv-47,conv-47,Will there be an interview required to volunteer with the organization James volunteered for?,No,4,"[""D15:15""]"
conv-47_qa_101,conv-47,conv-47,"How did John relax in his free time on 9 July, 2022?",Reading,4,"[""D16:8""]"
conv-47_qa_102,conv-47,conv-47,What did James enjoy doing on cold winter days?,Reading while snuggled under the covers,4,"[""D16:9""]"
conv-47_qa_103,conv-47,conv-47,"What new hobby did James become interested in on 9 July, 2022?",Extreme sports,4,"[""D16:5""]"
conv-47_qa_104,conv-47,conv-47,Where did James plan to visit after Toronto?,Vancouver,4,"[""D16:11""]"
conv-47_qa_105,conv-47,conv-47,When did James plan to return from his trip to Toronto and Vancouver?,July 20,4,"[""D16:13""]"
conv-47_qa_106,conv-47,conv-47,What online game did John start playing recently for improving strategy?,Chess,4,"[""D17:1""]"
conv-47_qa_107,conv-47,conv-47,What made John leave his IT job?,to focus on things that align with his values and passions,4,"[""D18:3""]"
conv-47_qa_108,conv-47,conv-47,Which game tournaments does John plan to organize besides CS:GO?,Fortnite competitions,4,"[""D18:9""]"
conv-47_qa_109,conv-47,conv-47,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,4,"[""D18:16""]"
conv-47_qa_110,conv-47,conv-47,What game genre did John start exploring instead of shooters?,strategy and RPG games,4,"[""D19:3""]"
conv-47_qa_111,conv-47,conv-47,"Which RPG game is John playing and enjoying on 10 August, 2022?",The Witcher 3,4,"[""D19:7""]"
conv-47_qa_112,conv-47,conv-47,"What aspect of ""The Witcher 3"" does John find immersive?",shaping the world with choices,4,"[""D19:7""]"
conv-47_qa_113,conv-47,conv-47,Whose phone number did James receive during the beach outing?,Samantha,4,"[""D19:14""]"
conv-47_qa_114,conv-47,conv-47,What is James planning to do after receiving Samantha's phone number?,call her,4,"[""D19:14""]"
conv-47_qa_115,conv-47,conv-47,What is John organizing with his siblings?,a gaming night,4,"[""D20:17""]"
conv-47_qa_116,conv-47,conv-47,What type of beer does John not like?,dark beer,4,"[""D21:16""]"
conv-47_qa_117,conv-47,conv-47,What were some difficulties James faced during the development of his game?,balancing mechanics and ensuring fairness,4,"[""D22:7""]"
conv-47_qa_118,conv-47,conv-47,What has John been teaching his siblings?,coding,4,"[""D22:10""]"
conv-47_qa_119,conv-47,conv-47,What kind of programs are John's siblings making?,basic games and stories,4,"[""D22:12""]"
conv-47_qa_120,conv-47,conv-47,Which company's headphones did John choose for gaming?,Sennheiser,4,"[""D23:10""]"
conv-47_qa_121,conv-47,conv-47,What did James and Samantha discover they both enjoy at McGee's bar?,Lager beer,4,"[""D23:3""]"
conv-47_qa_122,conv-47,conv-47,How much does James pay per cooking class?,$10,4,"[""D23:15""]"
conv-47_qa_123,conv-47,conv-47,What did James learn to make in the cooking class besides omelette and meringue?,Dough,4,"[""D23:15""]"
conv-47_qa_124,conv-47,conv-47,Why did James sign up for a cooking class?,He wanted to learn something new,4,"[""D23:13""]"
conv-47_qa_125,conv-47,conv-47,What did James prepare for the first time in the cooking class?,Omelette,4,"[""D23:13""]"
conv-47_qa_126,conv-47,conv-47,What is the name of the board game John tried in September 2022?,Dungeons of the Dragon,4,"[""D24:3""]"
conv-47_qa_127,conv-47,conv-47,Where does James get his ideas from?,"books, movies, dreams",4,"[""D24:4""]"
conv-47_qa_128,conv-47,conv-47,What kind of dream did James have recently?,a dream with a medieval castle full of puzzles and traps,4,"[""D24:8""]"
conv-47_qa_129,conv-47,conv-47,What kind of music does John like?,electronic and rock music,4,"[""D24:13""]"
conv-47_qa_130,conv-47,conv-47,What instrument did James used to play when he was younger?,guitar,4,"[""D24:14""]"
conv-47_qa_131,conv-47,conv-47,What did John use to play when he was younger to let off steam?,drums,4,"[""D24:15""]"
conv-47_qa_132,conv-47,conv-47,What career milestone did John achieve recently in September 2022?,making his first mobile game,4,"[""D25:7""]"
conv-47_qa_133,conv-47,conv-47,What type of game is John's upcoming mobile game?,2D adventure,4,"[""D25:9""]"
conv-47_qa_134,conv-47,conv-47,What does John do to stay informed and constantly learn about game design?,watch tutorials and keep up with developer forums,4,"[""D25:13""]"
conv-47_qa_135,conv-47,conv-47,What kind of gig was John offered at the game dev non-profit organization?,programming mentor for game developers,4,"[""D26:3""]"
conv-47_qa_136,conv-47,conv-47,What does John feel about starting the journey as a programming mentor for game developers?,excited and inspired,4,"[""D26:5""]"
conv-47_qa_137,conv-47,conv-47,What kind of games is James excited to play with his new video card?,RPGs,4,"[""D26:10""]"
conv-47_qa_138,conv-47,conv-47,What inspired James to create his game?,Witcher 3,4,"[""D27:6""]"
conv-47_qa_139,conv-47,conv-47,What sparked James' passion for gaming when he was a kid?,Super Mario and The Legend of Zelda games,4,"[""D28:25""]"
conv-47_qa_140,conv-47,conv-47,What did James lose progress on due to a power outage?,a game,4,"[""D28:3""]"
conv-47_qa_141,conv-47,conv-47,"What games were played at the gaming tournament organized by John on 31 October, 2022?","Fortnite, Overwatch, Apex Legends",4,"[""D29:1"", ""D29:3""]"
