qa_id,category,question,gold_memory_ids,retrieved_memory_ids,hit1,hit5,hit10,rr
conv-47_qa_122,4,How much does James pay per cooking class?,D23:15,D7:4;D23:13;D7:6;D7:2;D21:12;D1:37;D29:8;D16:2;D7:1;D10:16,0,0,0,0.0
conv-47_qa_123,4,What did James learn to make in the cooking class besides omelette and meringue?,D23:15,D23:13;D7:2;D23:15;D22:22;D7:4;D7:6;D28:7;D26:7;D24:7;D3:4,0,1,1,0.3333333333333333
conv-47_qa_124,4,Why did James sign up for a cooking class?,D23:13,D22:22;D7:4;D23:13;D7:6;D16:17;D7:8;D7:2;D1:4;D1:37;D29:8,0,1,1,0.3333333333333333
conv-47_qa_125,4,What did James prepare for the first time in the cooking class?,D23:13,D22:22;D23:13;D7:4;D7:6;D7:2;D1:37;D29:8;D13:1;D7:1;D10:16,0,1,1,0.5
conv-47_qa_126,4,What is the name of the board game John tried in September 2022?,D24:3,D31:4;D24:2;D23:3;D17:17;D15:10;D24:1;D8:31;D24:3;D28:11;D1:12,0,0,1,0.125
conv-47_qa_127,4,Where does James get his ideas from?,D24:4,D1:37;D7:1;D19:11;D1:25;D14:16;D17:27;D23:18;D22:16;D1:4;D8:11,0,0,0,0.0
conv-47_qa_128,4,What kind of dream did James have recently?,D24:8,D22:22;D26:9;D1:37;D7:1;D3:13;D19:11;D1:25;D17:27;D17:14;D23:18,0,0,0,0.0
conv-47_qa_129,4,What kind of music does John like?,D24:13,D24:12;D26:5;D11:5;D23:5;D3:13;D3:9;D14:16;D28:23;D30:22;D7:14,0,0,0,0.0
conv-47_qa_130,4,What instrument did James used to play when he was younger?,D24:14,D24:14;D24:13;D24:15;D22:22;D21:10;D19:7;D19:11;D22:29;D8:33;D8:13,1,1,1,1.0
conv-47_qa_131,4,What did John use to play when he was younger to let off steam?,D24:15,D24:15;D22:22;D5:6;D24:13;D22:29;D24:14;D8:33;D7:12;D24:7;D2:27,1,1,1,1.0
conv-47_qa_132,4,What career milestone did John achieve recently in September 2022?,D25:7,D25:7;D25:8;D22:22;D12:10;D4:8;D13:4;D11:14;D4:22;D17:14;D1:15,1,1,1,1.0
conv-47_qa_133,4,What type of game is John's upcoming mobile game?,D25:9,D25:7;D25:8;D28:11;D15:18;D24:3;D9:11;D19:8;D31:4;D27:3;D10:3,0,0,0,0.0
conv-47_qa_134,4,What does John do to stay informed and constantly learn about game design?,D25:13,D25:13;D22:20;D25:14;D25:7;D26:7;D5:17;D16:15;D8:24;D14:16;D29:10,1,1,1,1.0
conv-47_qa_135,4,What kind of gig was John offered at the game dev non-profit organization?,D26:3,D26:1;D11:12;D26:2;D15:8;D25:18;D11:11;D6:2;D3:13;D15:10;D30:22,0,0,0,0.0
conv-47_qa_136,4,What does John feel about starting the journey as a programming mentor for game developers?,D26:5,D26:3;D26:4;D25:16;D26:9;D14:8;D28:10;D13:5;D1:5;D26:4;D21:2,0,0,0,0.0
conv-47_qa_137,4,What kind of games is James excited to play with his new video card?,D26:10,D26:9;D28:2;D5:12;D26:8;D26:10;D29:13;D17:9;D19:11;D2:29;D24:7,0,1,1,0.2
conv-47_qa_138,4,What inspired James to create his game?,D27:6,D1:21;D22:4;D27:5;D25:7;D21:18;D1:14;D1:37;D31:4;D7:1;D22:10,0,0,0,0.0
conv-47_qa_139,4,What sparked James' passion for gaming when he was a kid?,D28:25,D28:26;D28:25;D3:8;D17:6;D6:13;D13:6;D1:37;D7:1;D19:11;D1:25,0,1,1,0.5
conv-47_qa_140,4,What did James lose progress on due to a power outage?,D28:3,D22:22;D2:19;D28:4;D1:37;D7:1;D21:16;D19:11;D17:2;D1:25;D11:13,0,0,0,0.0
conv-47_qa_141,4,"What games were played at the gaming tournament organized by John on 31 October, 2022?",D29:1;D29:3,D29:2;D4:3;D8:30;D4:2;D16:2;D9:4;D16:1;D5:3;D3:9;D29:1,0,0,1,0.1
conv-47_qa_142,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",D29:1;D29:3,D4:3;D29:2;D4:2;D16:2;D9:4;D16:1;D10:3;D14:9;D15:7;D10:4,0,0,0,0.0
conv-47_qa_143,4,"What decision did James and Samantha make on 31 October, 2022?",D29:10;D29:8,D19:16;D22:22;D29:8;D23:12;D1:37;D6:13;D7:1;D19:11;D1:25;D27:13,0,1,1,0.3333333333333333
conv-47_qa_144,4,"Where did James and Samantha decide to live together on 31 October, 2022?",D29:10,D7:19;D19:16;D22:22;D5:16;D6:15;D29:8;D1:21;D23:12;D8:13;D15:2,0,0,0,0.0
conv-47_qa_145,4,Why did James and Samantha choose an apartment near McGee's bar?,D29:12,D29:10;D23:3;D19:16;D22:22;D29:12;D15:35;D29:11;D23:9;D29:8;D13:9,0,1,1,0.2
conv-47_qa_146,4,"What game is John hooked on playing on 5 November, 2022?",D30:14,D14:22;D10:5;D19:5;D27:13;D4:7;D30:14;D8:36;D1:16;D4:16;D28:27,0,0,1,0.16666666666666666
conv-47_qa_147,4,What did John suggest James practice before playing FIFA 23 together?,D30:18,D30:14;D22:22;D16:11;D7:5;D27:17;D1:37;D10:10;D7:1;D26:13;D19:11,0,0,0,0.0
conv-47_qa_148,4,"What project did John work on with a game developer by 7 November, 2022?",D31:4,D31:4;D31:2;D22:22;D28:11;D15:6;D15:2;D25:18;D1:15;D25:13;D19:7,1,1,1,1.0
conv-47_qa_149,4,What is the name of John's cousin's dog?,D31:22,D31:20;D23:20;D31:14;D31:3;D2:8;D21:5;D13:20;D21:1;D27:5;D21:19,0,0,0,0.0
conv-47_qa_150,5,What did John adopt in April 2022?,D5:1,D22:22;D1:15;D9:4;D15:12;D5:1;D28:7;D3:5;D17:3;D7:19;D13:20,0,1,1,0.2
conv-47_qa_151,5,What is the name of the kitten that was adopted by James?,D5:1,D1:37;D7:1;D19:11;D1:25;D16:6;D17:27;D23:18;D21:3;D12:5;D22:16,0,0,0,0.0
conv-47_qa_152,5,What inspired John to create the game character in the virtual world?,D6:6,D6:4;D27:19;D1:21;D22:4;D12:1;D6:7;D6:2;D27:5;D21:23;D25:7,0,0,0,0.0
conv-47_qa_153,5,Which country did John visit in 2021?,D6:12,D22:22;D16:10;D6:18;D17:22;D24:2;D16:11;D1:15;D18:13;D6:17;D9:4,0,0,0,0.0
conv-47_qa_154,5,What kind of assignment was giving James a hard time at work?,D7:13,D7:13;D1:25;D9:14;D26:9;D25:5;D1:37;D13:1;D7:1;D3:13;D14:11,1,1,1,1.0
conv-47_qa_155,5,What did James and his friends do with the remaining money after helping the dog shelter?,D10:12,D10:10;D22:22;D10:12;D17:12;D1:37;D31:14;D18:4;D7:1;D27:2;D22:25,0,1,1,0.3333333333333333
conv-47_qa_156,5,What was the main goal of the money raised from the political campaign organized by John and his friends in May 2022?,D10:10,D10:10;D1:15;D4:11;D11:9;D10:12;D2:1;D29:3;D1:11;D10:3;D27:1,1,1,1,1.0
conv-47_qa_157,5,What did the system John created help the illegal organization with?,D11:5,D22:22;D4:15;D6:7;D15:10;D1:15;D22:9;D24:5;D11:13;D8:20;D9:4,0,0,0,0.0
conv-47_qa_158,5,What did James create for the charitable foundation that helped generate reports for analysis?,D11:3,D11:5;D11:1;D22:22;D23:2;D1:21;D25:11;D21:13;D1:37;D21:15;D7:1,0,0,0,0.0
conv-47_qa_159,5,Who does James support in cricket matches?,D13:12,D22:16;D15:18;D26:7;D1:37;D7:1;D19:11;D1:25;D14:16;D17:27;D23:18,0,0,0,0.0
conv-47_qa_160,5,What is Max good at doing according to John?,D14:23,D10:1;D3:12;D15:8;D28:14;D10:13;D25:11;D17:4;D26:8;D17:2;D22:21,0,0,0,0.0
conv-47_qa_161,5,Will there be a background check required to volunteer with the organization James volunteered for?,D15:15,D15:10;D15:14;D20:14;D15:11;D1:37;D2:4;D7:1;D19:11;D1:25;D7:3,0,0,0,0.0
conv-47_qa_162,5,"How did James relax in his free time on 9 July, 2022?",D16:8,D26:25;D22:22;D8:4;D21:11;D16:13;D15:29;D1:37;D13:1;D14:21;D7:1,0,0,0,0.0
conv-47_qa_163,5,"What new hobby did John become interested in on 9 July, 2022?",D16:5,D23:19;D22:22;D2:10;D29:29;D16:13;D1:9;D16:11;D1:15;D16:7;D16:6,0,0,0,0.0
conv-47_qa_164,5,When did John plan to return from his trip to Toronto and Vancouver?,D16:13,D16:13;D1:16;D16:11;D22:22;D16:15;D16:10;D20:17;D11:4;D26:4;D18:3,1,1,1,1.0
conv-47_qa_165,5,What made James leave his IT job?,D18:3,D18:1;D1:37;D7:1;D21:7;D19:11;D1:25;D17:27;D23:18;D26:10;D1:6,0,0,0,0.0
conv-47_qa_166,5,Which game tournaments does James plan to organize besides CS:GO?,D18:9,D18:8;D14:11;D10:4;D3:11;D14:22;D10:11;D18:7;D1:37;D7:1;D19:11,0,0,0,0.0
conv-47_qa_167,5,What happened to James's kitten during the recent visit to the clinic?,D18:16,D18:14;D18:15;D18:16;D13:1;D1:37;D7:1;D19:11;D1:25;D17:27;D16:11,0,1,1,0.3333333333333333
conv-47_qa_168,5,"What aspect of ""The Witcher 3"" does John find boring?",D19:7,D1:4;D14:16;D5:12;D1:4;D19:8;D7:4;D27:7;D16:10;D13:20;D3:9,0,0,0,0.0
conv-47_qa_169,5,What is John planning to do after receiving Samantha's phone number?,D19:14,D19:14;D19:16;D29:8;D30:9;D23:12;D4:11;D24:13;D27:10;D23:5;D20:16,1,1,1,1.0
conv-47_qa_170,5,What has James been teaching his siblings?,D22:10,D22:10;D9:6;D21:5;D20:14;D17:31;D1:37;D19:9;D7:1;D20:17;D19:11,1,1,1,1.0
conv-47_qa_171,5,How much does James pay per dance class?,D23:15,D1:10;D19:6;D21:12;D1:37;D16:2;D7:1;D19:11;D1:25;D14:16;D17:27,0,0,0,0.0
conv-47_qa_172,5,What did James learn to make in the chemistry class besides omelette and meringue?,D23:15,D23:15;D22:22;D23:13;D7:2;D28:7;D26:7;D24:7;D3:4;D1:37;D12:10,1,1,1,1.0
conv-47_qa_173,5,Why did James sign up for a ballet class?,D23:13,D22:22;D16:17;D7:8;D1:4;D1:37;D7:1;D8:13;D19:11;D1:25;D16:14,0,0,0,0.0
conv-47_qa_174,5,What did John prepare for the first time in the cooking class?,D23:13,D22:22;D23:13;D7:4;D7:6;D7:2;D23:2;D29:8;D1:1;D10:16;D8:13,0,1,1,0.5
conv-47_qa_175,5,What is the name of the board game James tried in September 2022?,D24:3,D31:4;D27:3;D24:2;D23:3;D24:1;D1:37;D7:1;D19:11;D17:17;D1:25,0,0,0,0.0
conv-47_qa_176,5,Where does John get his ideas from?,D24:4,D8:11;D14:16;D1:4;D3:6;D7:4;D11:15;D15:7;D16:10;D13:20;D3:9,0,0,0,0.0
conv-47_qa_177,5,What did James use to play when he was younger to let off steam?,D24:15,D24:15;D22:22;D5:6;D24:13;D22:29;D24:14;D8:33;D26:9;D7:12;D3:3,1,1,1,1.0
conv-47_qa_178,5,What does James do to stay informed and constantly learn about game design?,D25:13,D25:13;D25:14;D25:7;D26:7;D1:37;D7:1;D19:11;D1:25;D27:3;D5:17,1,1,1,1.0
conv-47_qa_179,5,What kind of gig was James offered at the game dev non-profit organization?,D26:3,D26:1;D11:12;D26:2;D15:8;D25:18;D11:11;D15:10;D26:9;D1:37;D6:2,0,0,0,0.0
conv-47_qa_180,5,What does James feel about starting the journey as a programming mentor for game developers?,D26:5,D26:3;D26:4;D25:16;D14:8;D28:10;D13:5;D1:5;D1:37;D16:14;D21:2,0,0,0,0.0
conv-47_qa_181,5,What inspired James to create his painting?,D27:6,D21:15;D22:4;D27:5;D25:7;D21:18;D1:21;D1:14;D1:37;D11:10;D7:1,0,0,0,0.0
conv-47_qa_182,5,"What games were played at the gaming tournament organized by James on 31 October, 2022?",D29:1;D29:3,D29:2;D4:3;D16:2;D8:30;D4:2;D28:26;D9:4;D3:9;D29:1;D16:1,0,0,1,0.1111111111111111
conv-47_qa_183,5,"What was the purpose of the gaming tournament organized by James on 31 October, 2022?",D29:1;D29:3,D4:3;D16:2;D29:2;D4:2;D9:4;D16:1;D3:9;D1:37;D7:1;D19:11,0,0,0,0.0
conv-47_qa_184,5,"What decision did John and Samantha make on 31 October, 2022?",D29:10;D29:8,D19:16;D22:22;D29:8;D23:12;D15:12;D6:13;D23:5;D8:2;D1:15;D23:3,0,1,1,0.3333333333333333
conv-47_qa_185,5,"Where did John and Samantha decide to live together on 31 October, 2022?",D29:10,D7:19;D19:16;D22:22;D5:16;D6:15;D29:8;D15:2;D23:12;D8:13;D23:5,0,0,0,0.0
conv-47_qa_186,5,Why did John and Samantha choose an apartment near McGee's bar?,D29:12,D29:10;D23:3;D19:16;D22:22;D29:12;D15:35;D29:11;D23:9;D29:8;D13:9,0,1,1,0.2
conv-47_qa_187,5,"What game is James hooked on playing on 5 November, 2022?",D30:14,D27:3;D14:22;D10:5;D19:5;D27:13;D1:37;D4:7;D30:14;D7:1;D26:13,0,0,1,0.125
conv-47_qa_188,5,"What project did James work on with a game developer by 7 November, 2022?",D31:4,D31:2;D31:4;D22:22;D1:25;D28:11;D1:21;D1:37;D25:18;D7:1;D19:11,0,1,1,0.5
conv-47_qa_189,5,What is the name of James's cousin's dog?,D31:22,D31:20;D23:20;D1:37;D31:14;D7:1;D19:11;D1:25;D17:27;D23:18;D31:3,0,0,0,0.0
conv-48_qa_0,2,What kind of project was Jolene working on in the beginning of January 2023?,D1:2,D25:6;D14:13;D3:13;D6:11;D22:11;D3:2;D30:22;D21:6;D28:12;D26:11,0,0,0,0.0
conv-48_qa_1,1,Which of Deborah`s family and friends have passed away?,D1:5;D2:1;D6:4,D1:5;D22:23;D2:13;D8:1;D1:6;D24:12;D8:20;D17:31;D2:1;D24:11,1,1,1,1.0
conv-48_qa_2,2,When did Deborah`s mother pass away?,D1:5,D22:23;D2:18;D22:22;D28:20;D1:6;D7:12;D9:9;D1:9;D13:25;D4:40,0,0,0,0.0
conv-48_qa_3,2,When did Jolene`s mother pass away?,D1:6,D22:23;D2:18;D22:22;D28:20;D1:6;D7:12;D9:9;D1:9;D22:11;D26:11,0,1,1,0.2
conv-48_qa_4,2,When did Jolene's mom gift her a pendant?,D1:8,D22:22;D1:9;D28:6;D19:22;D22:1;D4:40;D4:26;D22:11;D26:11;D1:8,0,0,1,0.1
conv-48_qa_5,3,In what country did Jolene's mother buy her the pendant?,D1:8,D1:9;D2:18;D22:22;D4:40;D23:9;D22:23;D1:8;D28:20;D6:18;D17:22,0,0,1,0.14285714285714285
conv-48_qa_6,1,What symbolic gifts do Deborah and Jolene have from their mothers?,D1:8;D1:9,D15:10;D13:25;D22:11;D15:9;D14:12;D29:2;D25:6;D2:25;D11:11;D16:8,0,0,0,0.0
conv-48_qa_7,2,Which country were Jolene and her mother visiting in 2010?,D1:8,D1:8;D16:10;D22:23;D2:18;D28:20;D6:18;D17:22;D1:9;D6:13;D22:11,1,1,1,1.0
conv-48_qa_8,1,What helped Deborah find peace when grieving deaths of her loved ones?,D15:29;D1:15;D2:3;D6:4,D15:24;D18:10;D2:18;D28:2;D22:2;D2:28;D12:5;D19:16;D24:6;D28:2,0,0,0,0.0
conv-48_qa_9,2,When did Deborah's father pass away?,D2:1,D22:22;D7:12;D9:9;D13:25;D1:15;D17:10;D4:5;D11:2;D9:4;D14:12,0,0,0,0.0
conv-48_qa_10,2,When was Deborah's parents' wedding?,D2:3,D2:3;D8:13;D2:5;D24:9;D23:20;D13:25;D3:17;D24:6;D14:12;D12:2,1,1,1,1.0
conv-48_qa_11,3,Is Deborah married?,D19:11;D23:4;D28:11;D2:5,D7:6;D3:15;D21:2;D21:4;D13:25;D28:11;D14:12;D29:2;D11:11;D16:8,0,0,1,0.16666666666666666
conv-48_qa_12,2,When did Deborah receive an appreciation letter from her community?,D2:7,D22:22;D2:8;D11:5;D7:9;D27:29;D26:2;D12:5;D13:25;D1:15;D4:28,0,0,0,0.0
conv-48_qa_13,1,What places give Deborah peace?,D19:17;D2:13;D4:34;D6:10,D2:11;D19:22;D1:17;D13:25;D14:12;D8:25;D29:2;D28:6;D6:10;D11:11,0,0,1,0.1111111111111111
conv-48_qa_14,1,What were Deborah's mother's hobbies?,D12:3;D29:7;D2:17;D2:19,D1:10;D2:18;D22:23;D1:9;D28:20;D1:9;D13:25;D4:40;D1:3;D20:5,0,0,0,0.0
conv-48_qa_15,4,What pets does Jolene have?,D2:20;D2:22;D2:24,D2:25;D13:2;D22:11;D14:16;D28:29;D1:4;D1:12;D7:4;D25:6;D17:21,0,0,0,0.0
conv-48_qa_16,4,What are the names of Jolene's snakes?,D2:20;D2:22,D1:6;D2:20;D1:13;D7:17;D15:30;D22:18;D1:7;D22:11;D3:9;D22:17,0,1,1,0.5
conv-48_qa_17,2,When did Jolene buy her pet Seraphim?,D2:24,D22:22;D23:9;D7:15;D8:8;D28:25;D2:22;D24:1;D15:17;D2:21;D2:19,0,0,0,0.0
conv-48_qa_18,3,In what country did Jolene buy snake Seraphim?,D2:24,D2:22;D22:22;D23:9;D8:8;D15:17;D28:25;D6:18;D17:22;D14:4;D8:10,0,0,0,0.0
conv-48_qa_19,1,How many times has Jolene been to France?,D1:8;D2:24,D22:11;D25:6;D2:25;D9:15;D14:13;D23:8;D9:17;D13:2;D8:6;D9:1,0,0,0,0.0
conv-48_qa_20,1,Which games have Jolene and her partner played together?,D15:10;D19:10;D20:1;D2:26;D2:30,D8:30;D2:26;D3:11;D22:11;D3:20;D30:2;D27:25;D24:6;D5:3;D8:16,0,1,1,0.5
conv-48_qa_21,2,"When do Jolene and her partner plan to complete the game ""Walking Dead""?",D2:30,D2:30;D26:4;D13:15;D7:19;D3:11;D22:11;D5:8;D6:6;D30:2;D4:15,1,1,1,1.0
conv-48_qa_22,2,When did Deborah meet Anna?,D3:4,D3:5;D22:22;D4:16;D13:25;D4:40;D1:15;D7:8;D26:14;D15:1;D1:1,0,0,0,0.0
conv-48_qa_23,3,Why did Jolene sometimes put off doing yoga?,D2:30;D3:11,D2:10;D20:20;D22:22;D13:16;D30:6;D7:4;D24:5;D7:1;D22:11;D26:11,0,0,0,0.0
conv-48_qa_24,1,What new yoga poses did Deborah try?,D14:15;D14:3;D4:14,D4:13;D2:10;D14:15;D22:22;D11:11;D13:25;D20:7;D7:4;D20:5;D13:29,0,1,1,0.3333333333333333
conv-48_qa_25,4,What are Jolene's favorite books?,D4:21;D4:23,D4:6;D25:5;D7:10;D27:25;D6:9;D22:11;D27:16;D20:23;D2:17;D25:6,0,0,0,0.0
conv-48_qa_26,2,Which book did Jolene read in January 2023?,D4:23,D22:22;D11:25;D29:18;D19:19;D22:14;D19:21;D14:23;D29:22;D11:27;D5:17,0,0,0,0.0
conv-48_qa_27,2,When was Jolene in Bogota?,D4:33,D4:33;D22:11;D25:6;D2:25;D9:15;D14:13;D23:8;D9:17;D13:2;D9:1,1,1,1,1.0
conv-48_qa_28,3,In what country was Jolene during summer 2022?,D4:33,D6:18;D17:22;D2:7;D22:11;D16:10;D25:6;D2:25;D20:33;D27:13;D12:16,0,0,0,0.0
conv-48_qa_29,2,When did Jolene have a mini-retreat to reflect on her career?,D5:1,D5:1;D22:22;D27:4;D4:8;D5:2;D14:14;D11:14;D27:3;D17:1;D4:35,1,1,1,1.0
conv-48_qa_30,2,When did Jolene have a dinner and drinks with her friends?,D6:1,D6:1;D22:22;D23:14;D15:28;D13:16;D8:23;D22:11;D26:11;D1:15;D9:4,1,1,1,1.0
conv-48_qa_31,2,When was the last photo of Deborah and Karlie taken?,D6:8,D6:8;D17:35;D8:12;D29:17;D28:13;D13:25;D23:16;D12:2;D24:10;D9:4,1,1,1,1.0
conv-48_qa_32,2,When was Deborah in Bali?,D6:10,D6:10;D13:25;D14:12;D29:2;D11:11;D16:8;D2:2;D19:20;D4:1;D30:16,1,1,1,1.0
conv-48_qa_33,4,How long have Jolene and her partner been together?,D7:7,D9:1;D3:11;D22:11;D30:2;D1:1;D2:11;D8:16;D25:6;D13:16;D2:25,0,0,0,0.0
conv-48_qa_34,2,Which year did Jolene and her partner start dating?,D7:7,D22:22;D8:28;D30:2;D8:13;D6:16;D3:11;D22:11;D26:11;D1:15;D9:6,0,0,0,0.0
conv-48_qa_35,2,When did Deborah go for her first morning jog in a nearby park?,D7:18,D7:18;D30:15;D28:10;D22:22;D15:27;D14:30;D9:15;D3:6;D8:8;D13:25,1,1,1,1.0
conv-48_qa_36,3,How old is Jolene?,D13:5;D21:6;D21:8;D22:14;D22:6;D24:14;D24:2;D25:5;D26:6;D8:2,D22:28;D22:29;D22:11;D22:27;D1:3;D25:6;D2:25;D14:22;D2:29;D9:15,0,0,0,0.0
conv-48_qa_37,2,When did Jolene take Seraphim to the park?,D8:8,D8:8;D22:22;D28:25;D14:30;D14:4;D3:6;D22:11;D2:22;D26:11;D1:15,1,1,1,1.0
conv-48_qa_38,2,When did Deborah start the yoga class in the neighborhood?,D9:5,D9:3;D2:10;D22:22;D11:2;D10:5;D4:12;D8:13;D7:16;D7:4;D10:1,0,0,0,0.0
conv-48_qa_39,1,What time management techniques do Deborah and Jolene use?,D10:13;D10:4;D10:5;D10:6;D18:3,D8:18;D9:14;D8:19;D10:4;D18:3;D28:12;D9:15;D14:20;D9:17;D13:25,0,1,1,0.25
conv-48_qa_40,3,Does Deborah live close to the beach or the mountains?,D10:17,D29:11;D13:1;D20:37;D21:3;D4:39;D24:4;D17:13;D20:40;D13:25;D14:16,0,0,0,0.0
conv-48_qa_41,1,What ways do Deborah and Jolene use to enhance their yoga practice?,D11:4;D11:7;D28:16;D28:18,D11:6;D2:10;D28:19;D11:4;D22:16;D7:4;D27:17;D11:11;D26:4;D30:16,0,1,1,0.25
conv-48_qa_42,4,What music pieces does Deborah listen to during her yoga practice?,D11:10;D11:8,D2:10;D11:4;D7:4;D11:6;D11:11;D26:4;D28:14;D28:36;D30:16;D28:19,0,0,0,0.0
conv-48_qa_43,2,When did Deborah go for a bicycle ride with Anna?,D12:1,D22:22;D4:16;D8:25;D13:25;D4:40;D1:15;D15:1;D9:4;D14:12;D12:2,0,0,0,0.0
conv-48_qa_44,2,When did Deborah go to an art show with Anna?,D12:1,D22:22;D12:2;D12:3;D4:16;D13:25;D4:40;D16:7;D1:15;D15:1;D9:4,0,0,0,0.0
conv-48_qa_45,2,When did Jolene finish her robotics project?,D13:1,D3:1;D22:22;D25:6;D14:13;D4:12;D22:11;D13:8;D26:11;D16:20;D1:15,0,0,0,0.0
conv-48_qa_46,2,How long did Jolene work on the robotics project given to her by her Professor?,D12:10;D13:1;D3:1,D3:1;D9:4;D22:22;D9:3;D25:6;D14:13;D20:1;D9:1;D1:34;D9:17,1,1,1,1.0
conv-48_qa_47,2,When did Jolene do yoga at Talkeetna?,D13:15,D2:10;D22:22;D13:15;D20:12;D7:4;D22:11;D26:11;D8:4;D1:15;D26:1,0,1,1,0.3333333333333333
conv-48_qa_48,3,Which US state did Jolene visit during her internship?,D13:15,D22:22;D12:2;D13:8;D13:12;D22:11;D12:1;D16:11;D26:11;D1:15;D18:13,0,0,0,0.0
conv-48_qa_49,4,How long has Jolene been doing yoga and meditation?,D13:17,D13:16;D7:12;D20:20;D2:10;D7:1;D22:16;D16:10;D8:4;D20:12;D30:6,0,0,0,0.0
conv-48_qa_50,2,Which year did Jolene start practicing yoga?,D13:17,D2:10;D22:22;D8:28;D7:4;D20:5;D24:11;D8:13;D6:16;D22:11;D27:8,0,0,0,0.0
conv-48_qa_51,2,When did Jolene buy a new aquarium for Seraphim?,D14:4,D14:4;D22:22;D23:9;D8:8;D28:25;D22:11;D5:2;D2:22;D26:11;D1:15,1,1,1,1.0
conv-48_qa_52,2,When did Jolene lose a lot of progress in her work?,D16:2,D22:22;D2:19;D21:16;D17:2;D9:17;D11:13;D13:2;D7:14;D22:11;D12:6,0,0,0,0.0
conv-48_qa_53,2,When did Jolene adopt her snake Susie?,D16:6;D28:26,D22:22;D28:26;D28:28;D15:17;D28:25;D16:5;D2:20;D8:10;D22:11;D2:22,0,1,1,0.5
conv-48_qa_54,2,Which pet did Jolene adopt first - Susie or Seraphim?,D16:6;D2:24;D2:28,D28:25;D22:22;D28:26;D28:28;D7:15;D8:8;D2:22;D16:5;D2:20;D15:17,0,0,0,0.0
conv-48_qa_55,2,Which pet did Jolene adopt more recently - Susie or Seraphim?,D16:6;D2:24;D2:28,D28:25;D22:22;D28:26;D28:28;D7:15;D8:8;D2:22;D16:5;D2:20;D15:17,0,0,0,0.0
conv-48_qa_56,2,When did Deborah lead a meditation session during the sunset?,D18:8,D22:22;D7:12;D8:4;D17:1;D13:25;D1:15;D18:4;D7:1;D12:6;D9:4,0,0,0,0.0
conv-48_qa_57,2,When did Jolene gift her partner a new console?,D19:2,D3:11;D22:22;D19:2;D2:26;D20:1;D21:1;D19:22;D28:23;D4:26;D22:11,0,1,1,0.3333333333333333
conv-48_qa_58,4,What games does Jolene recommend for Deborah?,D19:10;D19:8,D3:16;D14:9;D13:25;D22:11;D14:16;D13:17;D23:4;D29:11;D15:15;D3:7,0,0,0,0.0
conv-48_qa_59,4,What do Deborah and her husband do together?,D19:13;D19:15,D3:14;D2:5;D13:25;D14:12;D19:11;D29:2;D11:11;D16:8;D2:2;D19:20,0,0,0,0.0
conv-48_qa_60,2,When did Deborah go to a yoga retreat near her mom's place?,D21:1,D21:1;D17:1;D2:10;D30:4;D22:22;D25:1;D27:4;D14:1;D9:14;D7:4,1,1,1,1.0
conv-48_qa_61,4,What projects is Jolene planning for next year?,D22:10;D22:12,D30:9;D14:32;D24:13;D6:16;D22:11;D2:24;D2:30;D30:10;D25:6;D25:13,0,0,0,0.0
conv-48_qa_62,4,Where did Deborah get her cats?,D22:23;D22:25,D22:22;D25:24;D15:25;D13:25;D1:15;D22:27;D9:4;D14:12;D22:19;D12:2,0,0,0,0.0
conv-48_qa_63,4,How old are Deborah's cats?,D22:27;D22:29,D22:27;D22:28;D25:24;D15:25;D22:29;D13:25;D14:12;D22:19;D1:3;D29:2,1,1,1,1.0
conv-48_qa_64,4,Does Deborah like cats?,D15:25;D22:27,D23:5;D25:24;D15:25;D29:2;D3:9;D13:25;D14:16;D28:23;D22:27;D7:17,0,1,1,0.3333333333333333
conv-48_qa_65,2,Which country was Jolene located in during the last week of August 2023?,D23:1,D4:26;D6:18;D17:22;D1:1;D22:11;D16:10;D26:1;D25:5;D25:6;D2:25,0,0,0,0.0
conv-48_qa_66,2,When did Jolene and her partner return home from Rio de Janeiro?,D23:1,D23:15;D23:1;D23:18;D22:22;D16:15;D16:13;D1:16;D3:11;D22:11;D26:11,0,1,1,0.5
conv-48_qa_67,4,What was Jolene doing with her partner in Rio de Janeiro?,D23:1;D23:15;D23:17;D23:3,D23:15;D23:1;D23:18;D3:11;D22:11;D25:11;D30:2;D19:1;D8:16;D10:1,1,1,1,1.0
conv-48_qa_68,2,When did Deborah visit Brazil?,D23:18,D22:22;D13:25;D16:11;D1:15;D18:13;D24:2;D6:17;D9:4;D14:12;D12:2,0,0,0,0.0
conv-48_qa_69,4,Have Deborah and Jolene been to Rio de Janeiro?,D23:1;D23:18;D23:3,D23:15;D23:1;D23:18;D13:25;D22:11;D14:12;D29:2;D25:6;D2:25;D11:11,0,1,1,0.5
conv-48_qa_70,3,Is the friend who wrote Deborah the motivational quote no longer alive?,D23:22,D23:22;D23:23;D15:14;D18:6;D15:11;D27:7;D15:1;D6:9;D7:20;D13:25,1,1,1,1.0
conv-48_qa_71,2,When did Deborah go to a community meetup?,D24:1,D24:3;D22:22;D11:5;D13:25;D1:15;D9:4;D14:12;D12:2;D29:2;D28:7,0,0,0,0.0
conv-48_qa_72,4,When did Jolene's parents give her first console?,D24:6,D22:22;D3:11;D2:5;D24:9;D28:23;D20:1;D21:1;D22:11;D26:11;D1:15,0,0,0,0.0
