query_id,question,category,conversation_id,gold_memory_ids,split
conv-47_qa_142,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",4,conv-47,conv-47_session_29_D29:1;conv-47_session_29_D29:3,test
conv-47_qa_143,"What decision did James and Samantha make on 31 October, 2022?",4,conv-47,conv-47_session_29_D29:8;conv-47_session_29_D29:10,test
conv-47_qa_144,"Where did James and Samantha decide to live together on 31 October, 2022?",4,conv-47,conv-47_session_29_D29:10,test
conv-47_qa_145,Why did James and Samantha choose an apartment near McGee's bar?,4,conv-47,conv-47_session_29_D29:12,test
conv-47_qa_146,"What game is John hooked on playing on 5 November, 2022?",4,conv-47,conv-47_session_30_D30:14,test
conv-47_qa_147,What did John suggest James practice before playing FIFA 23 together?,4,conv-47,conv-47_session_30_D30:18,test
conv-47_qa_148,"What project did John work on with a game developer by 7 November, 2022?",4,conv-47,conv-47_session_31_D31:4,test
conv-47_qa_149,What is the name of John's cousin's dog?,4,conv-47,conv-47_session_31_D31:22,test
conv-48_qa_0,What kind of project was Jolene working on in the beginning of January 2023?,2,conv-48,conv-48_session_1_D1:2,dev
conv-48_qa_1,Which of Deborah`s family and friends have passed away?,1,conv-48,conv-48_session_1_D1:5;conv-48_session_2_D2:1;conv-48_session_6_D6:4,dev
conv-48_qa_2,When did Deborah`s mother pass away?,2,conv-48,conv-48_session_1_D1:5,dev
conv-48_qa_3,When did Jolene`s mother pass away?,2,conv-48,conv-48_session_1_D1:6,dev
conv-48_qa_4,When did Jolene's mom gift her a pendant?,2,conv-48,conv-48_session_1_D1:8,dev
conv-48_qa_5,In what country did Jolene's mother buy her the pendant?,3,conv-48,conv-48_session_1_D1:8,dev
conv-48_qa_6,What symbolic gifts do Deborah and Jolene have from their mothers?,1,conv-48,conv-48_session_1_D1:8;conv-48_session_1_D1:9,dev
conv-48_qa_7,Which country were Jolene and her mother visiting in 2010?,2,conv-48,conv-48_session_1_D1:8,dev
conv-48_qa_8,What helped Deborah find peace when grieving deaths of her loved ones?,1,conv-48,conv-48_session_1_D1:15;conv-48_session_2_D2:3;conv-48_session_6_D6:4;conv-48_session_15_D15:29,dev
conv-48_qa_9,When did Deborah's father pass away?,2,conv-48,conv-48_session_2_D2:1,dev
conv-48_qa_10,When was Deborah's parents' wedding?,2,conv-48,conv-48_session_2_D2:3,dev
conv-48_qa_11,Is Deborah married?,3,conv-48,conv-48_session_2_D2:5;conv-48_session_19_D19:11;conv-48_session_23_D23:4;conv-48_session_28_D28:11,dev
conv-48_qa_12,When did Deborah receive an appreciation letter from her community?,2,conv-48,conv-48_session_2_D2:7,dev
conv-48_qa_13,What places give Deborah peace?,1,conv-48,conv-48_session_2_D2:13;conv-48_session_4_D4:34;conv-48_session_6_D6:10;conv-48_session_19_D19:17,dev
conv-48_qa_14,What were Deborah's mother's hobbies?,1,conv-48,conv-48_session_2_D2:17;conv-48_session_2_D2:19;conv-48_session_12_D12:3;conv-48_session_29_D29:7,dev
conv-48_qa_15,What pets does Jolene have?,4,conv-48,conv-48_session_2_D2:20;conv-48_session_2_D2:22;conv-48_session_2_D2:24,dev
conv-48_qa_16,What are the names of Jolene's snakes?,4,conv-48,conv-48_session_2_D2:20;conv-48_session_2_D2:22,dev
conv-48_qa_17,When did Jolene buy her pet Seraphim?,2,conv-48,conv-48_session_2_D2:24,dev
conv-48_qa_18,In what country did Jolene buy snake Seraphim?,3,conv-48,conv-48_session_2_D2:24,dev
conv-48_qa_19,How many times has Jolene been to France?,1,conv-48,conv-48_session_2_D2:24;conv-48_session_1_D1:8,dev
conv-48_qa_20,Which games have Jolene and her partner played together?,1,conv-48,conv-48_session_2_D2:26;conv-48_session_2_D2:30;conv-48_session_20_D20:1;conv-48_session_15_D15:10;conv-48_session_19_D19:10,dev
conv-48_qa_21,"When do Jolene and her partner plan to complete the game ""Walking Dead""?",2,conv-48,conv-48_session_2_D2:30,dev
conv-48_qa_22,When did Deborah meet Anna?,2,conv-48,conv-48_session_3_D3:4,dev
conv-48_qa_23,Why did Jolene sometimes put off doing yoga?,3,conv-48,conv-48_session_3_D3:11;conv-48_session_2_D2:30,dev
conv-48_qa_24,What new yoga poses did Deborah try?,1,conv-48,conv-48_session_4_D4:14;conv-48_session_14_D14:3;conv-48_session_14_D14:15,dev
conv-48_qa_25,What are Jolene's favorite books?,4,conv-48,conv-48_session_4_D4:21;conv-48_session_4_D4:23,dev
conv-48_qa_26,Which book did Jolene read in January 2023?,2,conv-48,conv-48_session_4_D4:23,dev
conv-48_qa_27,When was Jolene in Bogota?,2,conv-48,conv-48_session_4_D4:33,dev
conv-48_qa_28,In what country was Jolene during summer 2022?,3,conv-48,conv-48_session_4_D4:33,dev
conv-48_qa_29,When did Jolene have a mini-retreat to reflect on her career?,2,conv-48,conv-48_session_5_D5:1,dev
conv-48_qa_30,When did Jolene have a dinner and drinks with her friends?,2,conv-48,conv-48_session_6_D6:1,dev
conv-48_qa_31,When was the last photo of Deborah and Karlie taken?,2,conv-48,conv-48_session_6_D6:8,dev
conv-48_qa_32,When was Deborah in Bali?,2,conv-48,conv-48_session_6_D6:10,dev
conv-48_qa_33,How long have Jolene and her partner been together?,4,conv-48,conv-48_session_7_D7:7,dev
conv-48_qa_34,Which year did Jolene and her partner start dating?,2,conv-48,conv-48_session_7_D7:7,dev
conv-48_qa_35,When did Deborah go for her first morning jog in a nearby park?,2,conv-48,conv-48_session_7_D7:18,dev
conv-48_qa_36,How old is Jolene?,3,conv-48,conv-48_session_8_D8:2;conv-48_session_13_D13:5;conv-48_session_21_D21:6;conv-48_session_21_D21:8;conv-48_session_22_D22:6;conv-48_session_22_D22:14;conv-48_session_24_D24:2;conv-48_session_24_D24:14;conv-48_session_25_D25:5;conv-48_session_26_D26:6,dev
conv-48_qa_37,When did Jolene take Seraphim to the park?,2,conv-48,conv-48_session_8_D8:8,dev
conv-48_qa_38,When did Deborah start the yoga class in the neighborhood?,2,conv-48,conv-48_session_9_D9:5,dev
conv-48_qa_39,What time management techniques do Deborah and Jolene use?,1,conv-48,conv-48_session_10_D10:4;conv-48_session_10_D10:5;conv-48_session_10_D10:6;conv-48_session_10_D10:13;conv-48_session_18_D18:3,dev
conv-48_qa_40,Does Deborah live close to the beach or the mountains?,3,conv-48,conv-48_session_10_D10:17,dev
conv-48_qa_41,What ways do Deborah and Jolene use to enhance their yoga practice?,1,conv-48,conv-48_session_11_D11:4;conv-48_session_11_D11:7;conv-48_session_28_D28:16;conv-48_session_28_D28:18,dev
conv-48_qa_42,What music pieces does Deborah listen to during her yoga practice?,4,conv-48,conv-48_session_11_D11:8;conv-48_session_11_D11:10,dev
conv-48_qa_43,When did Deborah go for a bicycle ride with Anna?,2,conv-48,conv-48_session_12_D12:1,dev
conv-48_qa_44,When did Deborah go to an art show with Anna?,2,conv-48,conv-48_session_12_D12:1,dev
conv-48_qa_45,When did Jolene finish her robotics project?,2,conv-48,conv-48_session_13_D13:1,dev
conv-48_qa_46,How long did Jolene work on the robotics project given to her by her Professor?,2,conv-48,conv-48_session_3_D3:1;conv-48_session_12_D12:10;conv-48_session_13_D13:1,dev
conv-48_qa_47,When did Jolene do yoga at Talkeetna?,2,conv-48,conv-48_session_13_D13:15,dev
conv-48_qa_48,Which US state did Jolene visit during her internship?,3,conv-48,conv-48_session_13_D13:15,dev
conv-48_qa_49,How long has Jolene been doing yoga and meditation?,4,conv-48,conv-48_session_13_D13:17,dev
conv-48_qa_50,Which year did Jolene start practicing yoga?,2,conv-48,conv-48_session_13_D13:17,dev
conv-48_qa_51,When did Jolene buy a new aquarium for Seraphim?,2,conv-48,conv-48_session_14_D14:4,dev
conv-48_qa_52,When did Jolene lose a lot of progress in her work?,2,conv-48,conv-48_session_16_D16:2,dev
conv-48_qa_53,When did Jolene adopt her snake Susie?,2,conv-48,conv-48_session_16_D16:6;conv-48_session_28_D28:26,dev
conv-48_qa_54,Which pet did Jolene adopt first - Susie or Seraphim?,2,conv-48,conv-48_session_2_D2:24;conv-48_session_2_D2:28;conv-48_session_16_D16:6,dev
conv-48_qa_55,Which pet did Jolene adopt more recently - Susie or Seraphim?,2,conv-48,conv-48_session_2_D2:24;conv-48_session_2_D2:28;conv-48_session_16_D16:6,dev
conv-48_qa_56,When did Deborah lead a meditation session during the sunset?,2,conv-48,conv-48_session_18_D18:8,dev
conv-48_qa_57,When did Jolene gift her partner a new console?,2,conv-48,conv-48_session_19_D19:2,dev
conv-48_qa_58,What games does Jolene recommend for Deborah?,4,conv-48,conv-48_session_19_D19:8;conv-48_session_19_D19:10,dev
conv-48_qa_59,What do Deborah and her husband do together?,4,conv-48,conv-48_session_19_D19:13;conv-48_session_19_D19:15,dev
conv-48_qa_60,When did Deborah go to a yoga retreat near her mom's place?,2,conv-48,conv-48_session_21_D21:1,dev
conv-48_qa_61,What projects is Jolene planning for next year?,4,conv-48,conv-48_session_22_D22:10;conv-48_session_22_D22:12,dev
conv-48_qa_62,Where did Deborah get her cats?,4,conv-48,conv-48_session_22_D22:23;conv-48_session_22_D22:25,dev
conv-48_qa_63,How old are Deborah's cats?,4,conv-48,conv-48_session_22_D22:27;conv-48_session_22_D22:29,dev
conv-48_qa_64,Does Deborah like cats?,4,conv-48,conv-48_session_22_D22:27;conv-48_session_15_D15:25,dev
conv-48_qa_65,Which country was Jolene located in during the last week of August 2023?,2,conv-48,conv-48_session_23_D23:1,dev
conv-48_qa_66,When did Jolene and her partner return home from Rio de Janeiro?,2,conv-48,conv-48_session_23_D23:1,dev
conv-48_qa_67,What was Jolene doing with her partner in Rio de Janeiro?,4,conv-48,conv-48_session_23_D23:15;conv-48_session_23_D23:1;conv-48_session_23_D23:3;conv-48_session_23_D23:17,dev
conv-48_qa_68,When did Deborah visit Brazil?,2,conv-48,conv-48_session_23_D23:18,dev
conv-48_qa_69,Have Deborah and Jolene been to Rio de Janeiro?,4,conv-48,conv-48_session_23_D23:1;conv-48_session_23_D23:3;conv-48_session_23_D23:18,dev
conv-48_qa_70,Is the friend who wrote Deborah the motivational quote no longer alive?,3,conv-48,conv-48_session_23_D23:22,dev
conv-48_qa_71,When did Deborah go to a community meetup?,2,conv-48,conv-48_session_24_D24:1,dev
conv-48_qa_72,When did Jolene's parents give her first console?,4,conv-48,conv-48_session_24_D24:6,dev
conv-48_qa_73,Did Jolene teach herself how to play the console?,1,conv-48,conv-48_session_2_D2:28;conv-48_session_24_D24:8,dev
conv-48_qa_74,What do Deborah and Jolene plan to try when they meet in a new cafe?,4,conv-48,conv-48_session_26_D26:10;conv-48_session_26_D26:12,dev
conv-48_qa_75,What card game is Deborah talking about?,3,conv-48,conv-48_session_27_D27:12,dev
conv-48_qa_76,When did Jolene and her partner try scuba diving lessons?,2,conv-48,conv-48_session_29_D29:4,dev
conv-48_qa_77,Where did Jolene and her partner find a cool diving spot?,1,conv-48,conv-48_session_27_D27:1;conv-48_session_29_D29:4,dev
conv-48_qa_78,Where did Jolene and her partner spend most of September 2023?,2,conv-48,conv-48_session_2_D2:1,dev
conv-48_qa_79,Has Deborah tried surfing?,1,conv-48,conv-48_session_28_D28:11;conv-48_session_29_D29:25,dev
conv-48_qa_80,Has Jolene tried surfing?,1,conv-48,conv-48_session_10_D10:20;conv-48_session_29_D29:26;conv-48_session_29_D29:30,dev
conv-48_qa_81,When did the Deboran and Jolene agree to go surfing?,2,conv-48,conv-48_session_29_D29:34,dev
conv-48_qa_82,Which locations does Deborah practice her yoga at?,1,conv-48,conv-48_session_2_D2:11;conv-48_session_2_D2:13;conv-48_session_3_D3:6;conv-48_session_4_D4:12;conv-48_session_6_D6:10,dev
conv-48_qa_83,What kind of professional activities does Jolene participate in to gain more experience in her field?,1,conv-48,conv-48_session_21_D21:6;conv-48_session_13_D13:5,dev
conv-48_qa_84,What kind of engineering projects has Jolene worked on?,1,conv-48,conv-48_session_1_D1:2;conv-48_session_3_D3:1;conv-48_session_4_D4:5;conv-48_session_17_D17:10;conv-48_session_17_D17:12,dev
conv-48_qa_85,Which community activities have Deborah and Anna participated in?,1,conv-48,conv-48_session_4_D4:12;conv-48_session_4_D4:16;conv-48_session_15_D15:1,dev
conv-48_qa_86,What gifts has Deborah received?,1,conv-48,conv-48_session_2_D2:7;conv-48_session_2_D2:9;conv-48_session_4_D4:26;conv-48_session_23_D23:20;conv-48_session_23_D23:22,dev
conv-48_qa_87,Which countries has Deborah traveled to?,1,conv-48,conv-48_session_6_D6:10;conv-48_session_23_D23:18,dev
conv-48_qa_88,What activities does Deborah pursue besides practicing and teaching yoga?,1,conv-48,conv-48_session_12_D12:1;conv-48_session_15_D15:1;conv-48_session_15_D15:11;conv-48_session_28_D28:11;conv-48_session_29_D29:1,dev
conv-48_qa_89,What are the names of Jolene's snakes?,4,conv-48,conv-48_session_2_D2:20;conv-48_session_2_D2:22,dev
conv-48_qa_90,What are Jolene's favorite books?,4,conv-48,conv-48_session_4_D4:21;conv-48_session_4_D4:23,dev
conv-48_qa_91,What music pieces does Deborah listen to during her yoga practice?,4,conv-48,conv-48_session_11_D11:8;conv-48_session_11_D11:10,dev
conv-48_qa_92,What games does Jolene recommend for Deborah?,4,conv-48,conv-48_session_19_D19:8;conv-48_session_19_D19:10,dev
conv-48_qa_93,What projects is Jolene planning for next year?,4,conv-48,conv-48_session_22_D22:10;conv-48_session_22_D22:12,dev
conv-48_qa_94,Where did Deborah get her cats?,4,conv-48,conv-48_session_22_D22:23;conv-48_session_22_D22:25,dev
conv-48_qa_95,How old are Deborah's cats?,4,conv-48,conv-48_session_22_D22:27;conv-48_session_22_D22:29,dev
conv-48_qa_96,What was Jolene doing with her partner in Rio de Janeiro?,4,conv-48,conv-48_session_23_D23:15;conv-48_session_23_D23:1;conv-48_session_23_D23:3;conv-48_session_23_D23:17,dev
conv-48_qa_97,Have Deborah and Jolene been to Rio de Janeiro?,4,conv-48,conv-48_session_23_D23:1;conv-48_session_23_D23:3;conv-48_session_23_D23:18,dev
conv-48_qa_98,When did Jolene's parents give her first console?,4,conv-48,conv-48_session_24_D24:6,dev
conv-48_qa_99,What do Deborah and Jolene plan to try when they meet in a new cafe?,4,conv-48,conv-48_session_26_D26:10;conv-48_session_26_D26:12,dev
conv-48_qa_100,"What project did Jolene finish last week before 23 January, 2023?",4,conv-48,conv-48_session_1_D1:2,dev
conv-48_qa_101,When did Jolene buy her pet snake?,4,conv-48,conv-48_session_2_D2:24,dev
conv-48_qa_102,"What project was Jolene working on as of 1 February, 2023?",4,conv-48,conv-48_session_3_D3:1,dev
conv-48_qa_103,Where did Deborah meet her new neighbor Anna?,4,conv-48,conv-48_session_3_D3:6,dev
conv-48_qa_104,What activity did Jolene and her partner plan to do together instead of resuming yoga?,4,conv-48,conv-48_session_3_D3:11,dev
conv-48_qa_105,"What milestone did Jolene achieve recently on 4 February, 2023?",4,conv-48,conv-48_session_4_D4:3,dev
conv-48_qa_106,"What is Jolene's favorite book which she mentioned on 4 February, 2023?",4,conv-48,conv-48_session_4_D4:21,dev
conv-48_qa_107,What does Deborah bring with her whenever she comes to reflect on her mom?,4,conv-48,conv-48_session_4_D4:36,dev
conv-48_qa_108,"What new outlook did Jolene gain after her mini retreat on 9 February, 2023?",4,conv-48,conv-48_session_5_D5:3,dev
conv-48_qa_109,"What cool stuff did Jolene accomplish at the retreat on 9 February, 2023?",4,conv-48,conv-48_session_5_D5:5,dev
conv-48_qa_110,"What idea did Jolene have to help underprivileged kids learn about STEM subjects on 9 February, 2023?",4,conv-48,conv-48_session_5_D5:7,dev
conv-48_qa_111,How does Jolene plan to involve local engineers in her idea of teaching STEM to underprivileged kids?,4,conv-48,conv-48_session_5_D5:9,dev
conv-48_qa_112,What gave Deborah peace in the garden she visited?,4,conv-48,conv-48_session_6_D6:4,dev
conv-48_qa_113,Why did Deborah spend time in the garden?,4,conv-48,conv-48_session_6_D6:4,dev
