qa_id,sample_id,category,question,gold_memory_ids,gold_count
conv-47_qa_139,conv-47,4,What sparked James' passion for gaming when he was a kid?,"[""conv-47_session_28_D28:25""]",1
conv-47_qa_140,conv-47,4,What did James lose progress on due to a power outage?,"[""conv-47_session_28_D28:3""]",1
conv-47_qa_141,conv-47,4,"What games were played at the gaming tournament organized by John on 31 October, 2022?","[""conv-47_session_29_D29:1"", ""conv-47_session_29_D29:3""]",2
conv-47_qa_142,conv-47,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?","[""conv-47_session_29_D29:1"", ""conv-47_session_29_D29:3""]",2
conv-47_qa_143,conv-47,4,"What decision did James and Samantha make on 31 October, 2022?","[""conv-47_session_29_D29:8"", ""conv-47_session_29_D29:10""]",2
conv-47_qa_144,conv-47,4,"Where did James and Samantha decide to live together on 31 October, 2022?","[""conv-47_session_29_D29:10""]",1
conv-47_qa_145,conv-47,4,Why did James and Samantha choose an apartment near McGee's bar?,"[""conv-47_session_29_D29:12""]",1
conv-47_qa_146,conv-47,4,"What game is John hooked on playing on 5 November, 2022?","[""conv-47_session_30_D30:14""]",1
conv-47_qa_147,conv-47,4,What did John suggest James practice before playing FIFA 23 together?,"[""conv-47_session_30_D30:18""]",1
conv-47_qa_148,conv-47,4,"What project did John work on with a game developer by 7 November, 2022?","[""conv-47_session_31_D31:4""]",1
conv-47_qa_149,conv-47,4,What is the name of John's cousin's dog?,"[""conv-47_session_31_D31:22""]",1
conv-48_qa_0,conv-48,2,What kind of project was Jolene working on in the beginning of January 2023?,"[""conv-48_session_1_D1:2""]",1
conv-48_qa_1,conv-48,1,Which of Deborah`s family and friends have passed away?,"[""conv-48_session_1_D1:5"", ""conv-48_session_2_D2:1"", ""conv-48_session_6_D6:4""]",3
conv-48_qa_2,conv-48,2,When did Deborah`s mother pass away?,"[""conv-48_session_1_D1:5""]",1
conv-48_qa_3,conv-48,2,When did Jolene`s mother pass away?,"[""conv-48_session_1_D1:6""]",1
conv-48_qa_4,conv-48,2,When did Jolene's mom gift her a pendant?,"[""conv-48_session_1_D1:8""]",1
conv-48_qa_5,conv-48,3,In what country did Jolene's mother buy her the pendant?,"[""conv-48_session_1_D1:8""]",1
conv-48_qa_6,conv-48,1,What symbolic gifts do Deborah and Jolene have from their mothers?,"[""conv-48_session_1_D1:8"", ""conv-48_session_1_D1:9""]",2
conv-48_qa_7,conv-48,2,Which country were Jolene and her mother visiting in 2010?,"[""conv-48_session_1_D1:8""]",1
conv-48_qa_8,conv-48,1,What helped Deborah find peace when grieving deaths of her loved ones?,"[""conv-48_session_1_D1:15"", ""conv-48_session_2_D2:3"", ""conv-48_session_6_D6:4"", ""conv-48_session_15_D15:29""]",4
conv-48_qa_9,conv-48,2,When did Deborah's father pass away?,"[""conv-48_session_2_D2:1""]",1
conv-48_qa_10,conv-48,2,When was Deborah's parents' wedding?,"[""conv-48_session_2_D2:3""]",1
conv-48_qa_11,conv-48,3,Is Deborah married?,"[""conv-48_session_2_D2:5"", ""conv-48_session_19_D19:11"", ""conv-48_session_23_D23:4"", ""conv-48_session_28_D28:11""]",4
conv-48_qa_12,conv-48,2,When did Deborah receive an appreciation letter from her community?,"[""conv-48_session_2_D2:7""]",1
conv-48_qa_13,conv-48,1,What places give Deborah peace?,"[""conv-48_session_2_D2:13"", ""conv-48_session_4_D4:34"", ""conv-48_session_6_D6:10"", ""conv-48_session_19_D19:17""]",4
conv-48_qa_14,conv-48,1,What were Deborah's mother's hobbies?,"[""conv-48_session_2_D2:17"", ""conv-48_session_2_D2:19"", ""conv-48_session_12_D12:3"", ""conv-48_session_29_D29:7""]",4
conv-48_qa_15,conv-48,4,What pets does Jolene have?,"[""conv-48_session_2_D2:20"", ""conv-48_session_2_D2:22"", ""conv-48_session_2_D2:24""]",3
conv-48_qa_16,conv-48,4,What are the names of Jolene's snakes?,"[""conv-48_session_2_D2:20"", ""conv-48_session_2_D2:22""]",2
conv-48_qa_17,conv-48,2,When did Jolene buy her pet Seraphim?,"[""conv-48_session_2_D2:24""]",1
conv-48_qa_18,conv-48,3,In what country did Jolene buy snake Seraphim?,"[""conv-48_session_2_D2:24""]",1
conv-48_qa_19,conv-48,1,How many times has Jolene been to France?,"[""conv-48_session_2_D2:24"", ""conv-48_session_1_D1:8""]",2
conv-48_qa_20,conv-48,1,Which games have Jolene and her partner played together?,"[""conv-48_session_2_D2:26"", ""conv-48_session_2_D2:30"", ""conv-48_session_20_D20:1"", ""conv-48_session_15_D15:10"", ""conv-48_session_19_D19:10""]",5
conv-48_qa_21,conv-48,2,"When do Jolene and her partner plan to complete the game ""Walking Dead""?","[""conv-48_session_2_D2:30""]",1
conv-48_qa_22,conv-48,2,When did Deborah meet Anna?,"[""conv-48_session_3_D3:4""]",1
conv-48_qa_23,conv-48,3,Why did Jolene sometimes put off doing yoga?,"[""conv-48_session_3_D3:11"", ""conv-48_session_2_D2:30""]",2
conv-48_qa_24,conv-48,1,What new yoga poses did Deborah try?,"[""conv-48_session_4_D4:14"", ""conv-48_session_14_D14:3"", ""conv-48_session_14_D14:15""]",3
conv-48_qa_25,conv-48,4,What are Jolene's favorite books?,"[""conv-48_session_4_D4:21"", ""conv-48_session_4_D4:23""]",2
conv-48_qa_26,conv-48,2,Which book did Jolene read in January 2023?,"[""conv-48_session_4_D4:23""]",1
conv-48_qa_27,conv-48,2,When was Jolene in Bogota?,"[""conv-48_session_4_D4:33""]",1
conv-48_qa_28,conv-48,3,In what country was Jolene during summer 2022?,"[""conv-48_session_4_D4:33""]",1
conv-48_qa_29,conv-48,2,When did Jolene have a mini-retreat to reflect on her career?,"[""conv-48_session_5_D5:1""]",1
conv-48_qa_30,conv-48,2,When did Jolene have a dinner and drinks with her friends?,"[""conv-48_session_6_D6:1""]",1
conv-48_qa_31,conv-48,2,When was the last photo of Deborah and Karlie taken?,"[""conv-48_session_6_D6:8""]",1
conv-48_qa_32,conv-48,2,When was Deborah in Bali?,"[""conv-48_session_6_D6:10""]",1
conv-48_qa_33,conv-48,4,How long have Jolene and her partner been together?,"[""conv-48_session_7_D7:7""]",1
conv-48_qa_34,conv-48,2,Which year did Jolene and her partner start dating?,"[""conv-48_session_7_D7:7""]",1
conv-48_qa_35,conv-48,2,When did Deborah go for her first morning jog in a nearby park?,"[""conv-48_session_7_D7:18""]",1
conv-48_qa_36,conv-48,3,How old is Jolene?,"[""conv-48_session_8_D8:2"", ""conv-48_session_13_D13:5"", ""conv-48_session_21_D21:6"", ""conv-48_session_21_D21:8"", ""conv-48_session_22_D22:6"", ""conv-48_session_22_D22:14"", ""conv-48_session_24_D24:2"", ""conv-48_session_24_D24:14"", ""conv-48_session_25_D25:5"", ""conv-48_session_26_D26:6""]",10
conv-48_qa_37,conv-48,2,When did Jolene take Seraphim to the park?,"[""conv-48_session_8_D8:8""]",1
conv-48_qa_38,conv-48,2,When did Deborah start the yoga class in the neighborhood?,"[""conv-48_session_9_D9:5""]",1
conv-48_qa_39,conv-48,1,What time management techniques do Deborah and Jolene use?,"[""conv-48_session_10_D10:4"", ""conv-48_session_10_D10:5"", ""conv-48_session_10_D10:6"", ""conv-48_session_10_D10:13"", ""conv-48_session_18_D18:3""]",5
conv-48_qa_40,conv-48,3,Does Deborah live close to the beach or the mountains?,"[""conv-48_session_10_D10:17""]",1
conv-48_qa_41,conv-48,1,What ways do Deborah and Jolene use to enhance their yoga practice?,"[""conv-48_session_11_D11:4"", ""conv-48_session_11_D11:7"", ""conv-48_session_28_D28:16"", ""conv-48_session_28_D28:18""]",4
conv-48_qa_42,conv-48,4,What music pieces does Deborah listen to during her yoga practice?,"[""conv-48_session_11_D11:8"", ""conv-48_session_11_D11:10""]",2
conv-48_qa_43,conv-48,2,When did Deborah go for a bicycle ride with Anna?,"[""conv-48_session_12_D12:1""]",1
conv-48_qa_44,conv-48,2,When did Deborah go to an art show with Anna?,"[""conv-48_session_12_D12:1""]",1
conv-48_qa_45,conv-48,2,When did Jolene finish her robotics project?,"[""conv-48_session_13_D13:1""]",1
conv-48_qa_46,conv-48,2,How long did Jolene work on the robotics project given to her by her Professor?,"[""conv-48_session_3_D3:1"", ""conv-48_session_12_D12:10"", ""conv-48_session_13_D13:1""]",3
conv-48_qa_47,conv-48,2,When did Jolene do yoga at Talkeetna?,"[""conv-48_session_13_D13:15""]",1
conv-48_qa_48,conv-48,3,Which US state did Jolene visit during her internship?,"[""conv-48_session_13_D13:15""]",1
conv-48_qa_49,conv-48,4,How long has Jolene been doing yoga and meditation?,"[""conv-48_session_13_D13:17""]",1
conv-48_qa_50,conv-48,2,Which year did Jolene start practicing yoga?,"[""conv-48_session_13_D13:17""]",1
conv-48_qa_51,conv-48,2,When did Jolene buy a new aquarium for Seraphim?,"[""conv-48_session_14_D14:4""]",1
conv-48_qa_52,conv-48,2,When did Jolene lose a lot of progress in her work?,"[""conv-48_session_16_D16:2""]",1
conv-48_qa_53,conv-48,2,When did Jolene adopt her snake Susie?,"[""conv-48_session_16_D16:6"", ""conv-48_session_28_D28:26""]",2
conv-48_qa_54,conv-48,2,Which pet did Jolene adopt first - Susie or Seraphim?,"[""conv-48_session_2_D2:24"", ""conv-48_session_2_D2:28"", ""conv-48_session_16_D16:6""]",3
conv-48_qa_55,conv-48,2,Which pet did Jolene adopt more recently - Susie or Seraphim?,"[""conv-48_session_2_D2:24"", ""conv-48_session_2_D2:28"", ""conv-48_session_16_D16:6""]",3
conv-48_qa_56,conv-48,2,When did Deborah lead a meditation session during the sunset?,"[""conv-48_session_18_D18:8""]",1
conv-48_qa_57,conv-48,2,When did Jolene gift her partner a new console?,"[""conv-48_session_19_D19:2""]",1
conv-48_qa_58,conv-48,4,What games does Jolene recommend for Deborah?,"[""conv-48_session_19_D19:8"", ""conv-48_session_19_D19:10""]",2
conv-48_qa_59,conv-48,4,What do Deborah and her husband do together?,"[""conv-48_session_19_D19:13"", ""conv-48_session_19_D19:15""]",2
conv-48_qa_60,conv-48,2,When did Deborah go to a yoga retreat near her mom's place?,"[""conv-48_session_21_D21:1""]",1
conv-48_qa_61,conv-48,4,What projects is Jolene planning for next year?,"[""conv-48_session_22_D22:10"", ""conv-48_session_22_D22:12""]",2
conv-48_qa_62,conv-48,4,Where did Deborah get her cats?,"[""conv-48_session_22_D22:23"", ""conv-48_session_22_D22:25""]",2
conv-48_qa_63,conv-48,4,How old are Deborah's cats?,"[""conv-48_session_22_D22:27"", ""conv-48_session_22_D22:29""]",2
conv-48_qa_64,conv-48,4,Does Deborah like cats?,"[""conv-48_session_22_D22:27"", ""conv-48_session_15_D15:25""]",2
conv-48_qa_65,conv-48,2,Which country was Jolene located in during the last week of August 2023?,"[""conv-48_session_23_D23:1""]",1
conv-48_qa_66,conv-48,2,When did Jolene and her partner return home from Rio de Janeiro?,"[""conv-48_session_23_D23:1""]",1
conv-48_qa_67,conv-48,4,What was Jolene doing with her partner in Rio de Janeiro?,"[""conv-48_session_23_D23:15"", ""conv-48_session_23_D23:1"", ""conv-48_session_23_D23:3"", ""conv-48_session_23_D23:17""]",4
conv-48_qa_68,conv-48,2,When did Deborah visit Brazil?,"[""conv-48_session_23_D23:18""]",1
conv-48_qa_69,conv-48,4,Have Deborah and Jolene been to Rio de Janeiro?,"[""conv-48_session_23_D23:1"", ""conv-48_session_23_D23:3"", ""conv-48_session_23_D23:18""]",3
conv-48_qa_70,conv-48,3,Is the friend who wrote Deborah the motivational quote no longer alive?,"[""conv-48_session_23_D23:22""]",1
conv-48_qa_71,conv-48,2,When did Deborah go to a community meetup?,"[""conv-48_session_24_D24:1""]",1
conv-48_qa_72,conv-48,4,When did Jolene's parents give her first console?,"[""conv-48_session_24_D24:6""]",1
conv-48_qa_73,conv-48,1,Did Jolene teach herself how to play the console?,"[""conv-48_session_2_D2:28"", ""conv-48_session_24_D24:8""]",2
conv-48_qa_74,conv-48,4,What do Deborah and Jolene plan to try when they meet in a new cafe?,"[""conv-48_session_26_D26:10"", ""conv-48_session_26_D26:12""]",2
conv-48_qa_75,conv-48,3,What card game is Deborah talking about?,"[""conv-48_session_27_D27:12""]",1
conv-48_qa_76,conv-48,2,When did Jolene and her partner try scuba diving lessons?,"[""conv-48_session_29_D29:4""]",1
conv-48_qa_77,conv-48,1,Where did Jolene and her partner find a cool diving spot?,"[""conv-48_session_27_D27:1"", ""conv-48_session_29_D29:4""]",2
conv-48_qa_78,conv-48,2,Where did Jolene and her partner spend most of September 2023?,"[""conv-48_session_2_D2:1""]",1
conv-48_qa_79,conv-48,1,Has Deborah tried surfing?,"[""conv-48_session_28_D28:11"", ""conv-48_session_29_D29:25""]",2
conv-48_qa_80,conv-48,1,Has Jolene tried surfing?,"[""conv-48_session_10_D10:20"", ""conv-48_session_29_D29:26"", ""conv-48_session_29_D29:30""]",3
conv-48_qa_81,conv-48,2,When did the Deboran and Jolene agree to go surfing?,"[""conv-48_session_29_D29:34""]",1
conv-48_qa_82,conv-48,1,Which locations does Deborah practice her yoga at?,"[""conv-48_session_2_D2:11"", ""conv-48_session_2_D2:13"", ""conv-48_session_3_D3:6"", ""conv-48_session_4_D4:12"", ""conv-48_session_6_D6:10""]",5
conv-48_qa_83,conv-48,1,What kind of professional activities does Jolene participate in to gain more experience in her field?,"[""conv-48_session_21_D21:6"", ""conv-48_session_13_D13:5""]",2
conv-48_qa_84,conv-48,1,What kind of engineering projects has Jolene worked on?,"[""conv-48_session_1_D1:2"", ""conv-48_session_3_D3:1"", ""conv-48_session_4_D4:5"", ""conv-48_session_17_D17:10"", ""conv-48_session_17_D17:12""]",5
conv-48_qa_85,conv-48,1,Which community activities have Deborah and Anna participated in?,"[""conv-48_session_4_D4:12"", ""conv-48_session_4_D4:16"", ""conv-48_session_15_D15:1""]",3
conv-48_qa_86,conv-48,1,What gifts has Deborah received?,"[""conv-48_session_2_D2:7"", ""conv-48_session_2_D2:9"", ""conv-48_session_4_D4:26"", ""conv-48_session_23_D23:20"", ""conv-48_session_23_D23:22""]",5
conv-48_qa_87,conv-48,1,Which countries has Deborah traveled to?,"[""conv-48_session_6_D6:10"", ""conv-48_session_23_D23:18""]",2
conv-48_qa_88,conv-48,1,What activities does Deborah pursue besides practicing and teaching yoga?,"[""conv-48_session_12_D12:1"", ""conv-48_session_15_D15:1"", ""conv-48_session_15_D15:11"", ""conv-48_session_28_D28:11"", ""conv-48_session_29_D29:1""]",5
conv-48_qa_89,conv-48,4,What are the names of Jolene's snakes?,"[""conv-48_session_2_D2:20"", ""conv-48_session_2_D2:22""]",2
conv-48_qa_90,conv-48,4,What are Jolene's favorite books?,"[""conv-48_session_4_D4:21"", ""conv-48_session_4_D4:23""]",2
conv-48_qa_91,conv-48,4,What music pieces does Deborah listen to during her yoga practice?,"[""conv-48_session_11_D11:8"", ""conv-48_session_11_D11:10""]",2
conv-48_qa_92,conv-48,4,What games does Jolene recommend for Deborah?,"[""conv-48_session_19_D19:8"", ""conv-48_session_19_D19:10""]",2
conv-48_qa_93,conv-48,4,What projects is Jolene planning for next year?,"[""conv-48_session_22_D22:10"", ""conv-48_session_22_D22:12""]",2
conv-48_qa_94,conv-48,4,Where did Deborah get her cats?,"[""conv-48_session_22_D22:23"", ""conv-48_session_22_D22:25""]",2
conv-48_qa_95,conv-48,4,How old are Deborah's cats?,"[""conv-48_session_22_D22:27"", ""conv-48_session_22_D22:29""]",2
conv-48_qa_96,conv-48,4,What was Jolene doing with her partner in Rio de Janeiro?,"[""conv-48_session_23_D23:15"", ""conv-48_session_23_D23:1"", ""conv-48_session_23_D23:3"", ""conv-48_session_23_D23:17""]",4
conv-48_qa_97,conv-48,4,Have Deborah and Jolene been to Rio de Janeiro?,"[""conv-48_session_23_D23:1"", ""conv-48_session_23_D23:3"", ""conv-48_session_23_D23:18""]",3
conv-48_qa_98,conv-48,4,When did Jolene's parents give her first console?,"[""conv-48_session_24_D24:6""]",1
conv-48_qa_99,conv-48,4,What do Deborah and Jolene plan to try when they meet in a new cafe?,"[""conv-48_session_26_D26:10"", ""conv-48_session_26_D26:12""]",2
conv-48_qa_100,conv-48,4,"What project did Jolene finish last week before 23 January, 2023?","[""conv-48_session_1_D1:2""]",1
conv-48_qa_101,conv-48,4,When did Jolene buy her pet snake?,"[""conv-48_session_2_D2:24""]",1
conv-48_qa_102,conv-48,4,"What project was Jolene working on as of 1 February, 2023?","[""conv-48_session_3_D3:1""]",1
conv-48_qa_103,conv-48,4,Where did Deborah meet her new neighbor Anna?,"[""conv-48_session_3_D3:6""]",1
conv-48_qa_104,conv-48,4,What activity did Jolene and her partner plan to do together instead of resuming yoga?,"[""conv-48_session_3_D3:11""]",1
conv-48_qa_105,conv-48,4,"What milestone did Jolene achieve recently on 4 February, 2023?","[""conv-48_session_4_D4:3""]",1
conv-48_qa_106,conv-48,4,"What is Jolene's favorite book which she mentioned on 4 February, 2023?","[""conv-48_session_4_D4:21""]",1
conv-48_qa_107,conv-48,4,What does Deborah bring with her whenever she comes to reflect on her mom?,"[""conv-48_session_4_D4:36""]",1
conv-48_qa_108,conv-48,4,"What new outlook did Jolene gain after her mini retreat on 9 February, 2023?","[""conv-48_session_5_D5:3""]",1
conv-48_qa_109,conv-48,4,"What cool stuff did Jolene accomplish at the retreat on 9 February, 2023?","[""conv-48_session_5_D5:5""]",1
